date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,rain_tomorrow,sin_doy,cos_doy,sin_woy,cos_woy,precipitation_roll3_mean,precipitation_roll3_std,pressure_roll3_mean,pressure_roll3_std,cloud_cover_roll3_mean,cloud_cover_roll3_std
1984-07-25,6.0,0.9,111.0,24.3,16.0,12.6,2.3,102110.0,0.0,0,-0.40935595881562153,-0.9123747579707272,-0.46472317204376806,-0.88545602565321,0.8333333333333334,1.2741009902408933,102096.66666666667,11.547005385669422,4.666666666666667,1.5275252316519567
1984-07-26,6.0,5.3,197.0,30.6,18.0,11.6,0.0,102630.0,0.0,0,-0.42500033996955394,-0.9051931898913974,-0.46472317204376806,-0.88545602565321,0.8333333333333334,1.2741009902408933,102276.66666666667,306.1590000855362,5.666666666666667,0.5773502691896726
1984-07-27,5.0,6.1,209.0,30.6,21.6,12.5,0.0,102720.0,0.0,0,-0.4405187843504948,-0.8977433935342337,-0.46472317204376806,-0.88545602565321,0.7666666666666666,1.3279056191359464,102486.66666666667,329.2921701671235,5.666666666666667,0.5773502691896726
1984-07-28,2.0,13.9,310.0,28.4,23.2,15.7,0.0,102290.0,0.0,0,-0.4559066935084586,-0.8900275764346767,-0.46472317204376806,-0.88545602565321,0.0,0.0,102546.66666666667,226.78918257574236,4.333333333333333,2.0816659994661384
1984-07-29,2.0,11.9,285.0,28.9,20.5,12.6,0.0,101640.0,0.0,1,-0.47115950767386355,-0.8820480249558538,-0.46472317204376806,-0.88545602565321,0.0,0.0,102216.66666666667,543.7217425608211,3.0,1.7320508075688756
1984-07-30,7.0,5.3,194.0,25.5,23.4,18.0,1.2,100700.0,0.0,0,-0.48627270710868975,-0.8738071036110809,-0.5680647467311556,-0.8229838658936566,0.39999999999999997,0.6928203230271688,101543.33333333333,799.3956050250555,3.6666666666666665,2.8867513459481304
1984-07-31,5.0,6.9,217.0,25.3,20.8,16.2,0.0,100980.0,0.0,1,-0.5012418134457755,-0.8653072543632061,-0.5680647467311556,-0.8229838658936566,0.39999999999999997,0.6928203230271688,101106.66666666667,482.63167460639403,4.666666666666667,2.51661147842359
1984-08-01,4.0,11.9,282.0,22.2,18.4,11.5,1.9,102110.0,0.0,1,-0.5160623910158526,-0.8565509959010037,-0.5680647467311556,-0.8229838658936566,1.0333333333333332,0.9609023536930451,101263.33333333333,746.4806315862303,5.333333333333333,1.5275252316519623
1984-08-02,7.0,4.7,182.0,22.8,18.4,14.6,0.9,101360.0,0.0,1,-0.5307300481619335,-0.8475409228928311,-0.5680647467311556,-0.8229838658936566,0.9333333333333332,0.9504384952919517,101483.33333333333,575.0072463311909,5.333333333333333,1.5275252316519623
1984-08-03,6.0,8.7,239.0,19.8,19.4,16.0,10.6,101240.0,0.0,1,-0.5452404385406511,-0.8382797052177743,-0.5680647467311556,-0.8229838658936566,4.466666666666666,5.3351038727782045,101570.0,471.4870093651016,5.666666666666667,1.5275252316519645
1984-08-04,6.0,2.9,149.0,19.8,17.0,14.1,2.6,101260.0,0.0,0,-0.5595892624101766,-0.8287700871745037,-0.5680647467311556,-0.8229838658936566,4.7,5.179768334587916,101286.66666666667,64.29100507365561,6.333333333333333,0.5773502691896849
1984-08-05,6.0,4.3,173.0,22.8,16.6,13.5,0.0,101950.0,0.0,1,-0.5737722679043247,-0.81901488666808,-0.5680647467311556,-0.8229838658936566,4.3999999999999995,5.524490926773223,101483.33333333333,404.26888741700463,6.0,0.0
1984-08-06,6.0,9.7,249.0,19.5,16.2,9.5,0.2,102260.0,0.0,1,-0.5877852522924729,-0.8090169943749477,-0.6631226582407953,-0.7485107481711012,0.9333333333333335,1.4468356276138747,101823.33333333333,511.89191567496476,6.0,0.0
1984-08-07,7.0,4.4,173.0,21.5,17.0,14.6,0.6,101850.0,0.0,0,-0.6016240632249222,-0.7987793728863652,-0.6631226582407953,-0.7485107481711012,0.26666666666666666,0.3055050463295215,102020.0,213.77558326444577,6.333333333333333,0.5773502691896849
1984-08-08,6.0,3.3,154.0,24.0,16.4,11.4,0.0,102260.0,0.0,0,-0.6152845999633274,-0.7883050558305258,-0.6631226582407953,-0.7485107481711012,0.26666666666666666,0.3055050463295215,102123.33333333333,236.71361036786166,6.333333333333333,0.5773502691896849
1984-08-09,3.0,10.4,254.0,19.8,18.3,12.6,0.0,102600.0,0.0,0,-0.6287628145958345,-0.777597146973627,-0.6631226582407953,-0.7485107481711012,0.20000000000000004,0.34641016151300563,102236.66666666667,375.54404979094795,5.333333333333333,2.081665999466144
1984-08-10,5.0,2.3,134.0,23.1,16.6,13.3,0.0,102550.0,0.0,0,-0.6420547132365635,-0.7666588193001593,-0.6631226582407953,-0.7485107481711012,0.0,0.0,102470.0,183.57559750699778,4.666666666666667,1.527525231651957
1984-08-11,2.0,12.0,271.0,23.6,15.8,8.5,0.0,102150.0,0.0,0,-0.655156357209085,-0.7554933140726806,-0.6631226582407953,-0.7485107481711012,0.0,0.0,102433.33333333333,246.64414311591418,3.3333333333333335,1.527525231651948
1984-08-12,3.0,8.5,227.0,24.5,17.3,11.0,0.0,102070.0,0.0,0,-0.6680638642135336,-0.7441039398713607,-0.6631226582407953,-0.7485107481711012,0.0,0.0,102256.66666666667,257.16402029324325,3.3333333333333335,1.527525231651948
1984-08-13,6.0,4.3,166.0,26.5,20.2,16.0,0.0,101840.0,0.0,0,-0.6807734094770164,-0.7324940716135789,-0.748510748171101,-0.6631226582407955,0.0,0.0,102020.0,160.9347693944704,3.6666666666666665,2.0816659994661353
1984-08-14,6.0,5.8,188.0,26.2,20.6,14.8,0.0,101730.0,0.0,1,-0.6932812268869776,-0.7206671495538612,-0.748510748171101,-0.6631226582407955,0.0,0.0,101880.0,173.49351572912278,5.0,1.7320508075688885
1984-08-15,5.0,6.5,196.0,24.9,20.4,14.7,9.1,101790.0,0.0,0,-0.7055836101071778,-0.7086266782644598,-0.748510748171101,-0.6631226582407955,3.033333333333333,5.253887449625556,101786.66666666667,55.075705473327254,5.666666666666667,0.577350269189672
1984-08-16,5.0,4.4,165.0,24.3,19.4,13.9,0.0,101910.0,0.0,0,-0.7176769136759619,-0.6963762255968724,-0.748510748171101,-0.6631226582407955,3.033333333333333,5.253887449625556,101810.0,91.65151389939803,5.333333333333333,0.5773502691896659
1984-08-17,3.0,6.2,190.0,25.9,19.2,14.0,0.0,102170.0,0.0,0,-0.7295575540864875,-0.6839194216246108,-0.748510748171101,-0.6631226582407955,3.033333333333333,5.253887449625556,101956.66666666667,194.2506971245769,4.333333333333333,1.1547005383792621
1984-08-18,5.0,8.5,219.0,28.8,19.4,12.9,0.0,102330.0,0.0,0,-0.7412220108485955,-0.6712599575675319,-0.748510748171101,-0.6631226582407955,0.0,0.0,102136.66666666667,211.9748412745786,4.333333333333333,1.1547005383792621
1984-08-19,4.0,11.5,253.0,29.7,21.2,13.5,0.0,102290.0,0.0,0,-0.7526668275320084,-0.6584015846980489,-0.748510748171101,-0.6631226582407955,0.0,0.0,102263.33333333333,83.26663997893796,4.0,1.0000000000000084
1984-08-20,0.0,11.7,254.0,29.8,22.0,14.3,0.0,101970.0,0.0,0,-0.763888612790543,-0.64534811322955,-0.8229838658936565,-0.5680647467311558,0.0,0.0,102196.66666666667,197.31531449277634,3.0,2.6457513110645894
1984-08-21,2.0,11.0,245.0,23.9,23.6,17.3,0.0,101470.0,0.0,0,-0.7748840413670407,-0.6321034111873488,-0.8229838658936565,-0.5680647467311558,0.0,0.0,101910.0,413.27956639549745,2.0,1.9999999999999922
1984-08-22,6.0,1.6,110.0,27.0,20.6,17.2,0.0,101070.0,0.0,1,-0.7856498550787145,-0.6186714032625032,-0.8229838658936565,-0.5680647467311558,0.0,0.0,101503.33333333333,450.92497528234355,2.6666666666666665,3.055050463303891
1984-08-23,5.0,2.7,130.0,23.9,20.8,14.5,0.8,100850.0,0.0,1,-0.7961828637826156,-0.6050560696488493,-0.8229838658936565,-0.5680647467311558,0.26666666666666666,0.46188021535112916,101130.0,314.32467291010914,4.333333333333333,2.0816659994661384
1984-08-24,8.0,0.1,68.0,23.7,20.8,17.7,1.1,100960.0,0.0,0,-0.8064799463209448,-0.5912614448635782,-0.8229838658936565,-0.5680647467311558,0.6333333333333334,0.5686240703072831,100960.0,110.00000000021404,6.333333333333333,1.5275252316519683
1984-08-25,4.0,6.7,187.0,23.5,20.0,16.3,0.0,101560.0,0.0,0,-0.8165380514459158,-0.5772916165517278,-0.8229838658936565,-0.5680647467311558,0.6333333333333334,0.5686240703072832,101123.33333333333,382.1430796617702,5.666666666666667,2.0816659994661455
1984-08-26,3.0,5.7,172.0,26.5,18.4,13.3,0.0,101770.0,0.0,0,-0.8263541987239095,-0.5631507242749187,-0.8229838658936565,-0.5680647467311558,0.3666666666666667,0.6350852961081764,101430.0,420.3569911397331,5.0,2.645751311064598
1984-08-27,4.0,5.0,161.0,26.2,20.5,14.5,0.0,101910.0,0.0,0,-0.8359254794186365,-0.5488429582847199,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101746.66666666667,176.16280348979006,3.6666666666666665,0.5773502691896351
1984-08-28,3.0,7.7,195.0,26.3,20.7,15.2,0.0,102020.0,0.0,0,-0.8452490573530629,-0.5343725582809792,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101900.0,125.29964086160973,3.3333333333333335,0.5773502691896288
1984-08-29,6.0,5.3,163.0,26.9,20.3,14.3,0.0,101880.0,0.0,0,-0.8543221697498269,-0.5197438121555156,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101936.66666666667,73.71114795864949,4.333333333333333,1.527525231651955
1984-08-30,6.0,6.9,183.0,25.0,21.8,16.8,0.0,101600.0,0.0,0,-0.8631421280499114,-0.5049610547215202,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101833.33333333333,213.8535324313839,5.0,1.7320508075688887
1984-08-31,5.0,6.4,175.0,24.4,21.6,18.2,0.0,101660.0,0.0,0,-0.8717063187093216,-0.4900286664290594,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101713.33333333333,147.42229591679848,5.666666666666667,0.5773502691896728
1984-09-01,4.0,4.7,145.0,25.3,20.2,15.9,0.0,101720.0,0.0,0,-0.8800122039735355,-0.4749510720670501,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101660.0,60.00000000038465,5.0,1.00000000000002
1984-09-02,4.0,7.1,174.0,25.4,18.8,12.4,0.0,101390.0,0.0,1,-0.8880573226294928,-0.4597327394521045,-0.8854560256532099,-0.4647231720437683,0.0,0.0,101590.0,175.78395831260076,4.333333333333333,0.5773502691896482
1984-09-03,6.0,7.4,176.0,16.3,21.0,16.5,3.3,101030.0,0.0,0,-0.8958392907349086,-0.4443781781046134,-0.9350162426854146,-0.35460488704253595,1.0999999999999999,1.9052558883256363,101380.0,345.1086785348148,4.666666666666667,1.1547005383792661
1984-09-04,6.0,0.3,67.0,16.6,15.4,14.4,0.0,100780.0,0.0,0,-0.903355802324684,-0.4288919379124841,-0.9350162426854146,-0.35460488704253595,1.0999999999999999,1.9052558883256363,101066.66666666667,306.64855018959497,5.333333333333333,1.1547005383792726
1984-09-05,4.0,6.3,160.0,17.4,11.6,6.7,0.0,101890.0,0.0,0,-0.910604630094216,-0.4132786077829044,-0.9350162426854146,-0.35460488704253595,1.0999999999999999,1.9052558883256363,101233.33333333333,582.2656896412359,5.333333333333333,1.1547005383792726
1984-09-06,6.0,0.8,78.0,16.6,13.6,9.7,0.0,102340.0,0.0,0,-0.9175836260593933,-0.3975428142825566,-0.9350162426854146,-0.35460488704253595,0.0,0.0,101670.0,802.9321266458651,5.333333333333333,1.1547005383792726
1984-09-07,6.0,1.3,87.0,19.4,12.8,9.0,0.0,102170.0,0.0,1,-0.9242907221930929,-0.3816892202666594,-0.9350162426854146,-0.35460488704253595,0.0,0.0,102133.33333333333,227.2296928955037,5.333333333333333,1.1547005383792726
1984-09-08,7.0,1.8,95.0,21.2,14.3,9.2,0.1,101580.0,0.0,1,-0.9307239310379793,-0.36572252349726925,-0.9350162426854146,-0.35460488704253595,0.03333333333333333,0.05773502691430657,102030.0,398.8734135036484,6.333333333333333,0.5773502691896867
1984-09-09,6.0,3.9,125.0,16.8,17.4,13.5,4.5,100130.0,0.0,0,-0.9368813462954315,-0.34964745525122826,-0.9350162426854146,-0.35460488704253595,1.5333333333333332,2.56969518296098,101293.33333333333,1049.7777542572435,6.333333333333333,0.5773502691896867
1984-09-10,6.0,0.8,75.0,22.1,13.6,10.3,0.0,100860.0,0.0,0,-0.9427611433904206,-0.3334687789181871,-0.9709418174260522,-0.2393156642875578,1.5333333333333332,2.56969518296098,100856.66666666667,725.005747103689,6.333333333333333,0.5773502691896867
1984-09-11,6.0,1.5,87.0,22.4,16.2,10.2,0.0,101330.0,0.0,0,-0.9483615800121716,-0.31719128858910595,-0.9709418174260522,-0.2393156642875578,1.5,2.5980762113532254,100773.33333333333,604.6762219017571,6.0,0.0
1984-09-12,5.0,1.6,88.0,21.5,17.0,11.7,0.0,101810.0,0.0,1,-0.9536809966304455,-0.300819807635668,-0.9709418174260522,-0.2393156642875578,0.0,0.0,101333.33333333333,475.008771848886,5.666666666666667,0.5773502691896744
1984-09-13,6.0,2.5,101.0,19.0,17.0,12.6,4.3,101570.0,0.0,1,-0.9587178169872965,-0.2843591872810037,-0.9709418174260522,-0.2393156642875578,1.4333333333333333,2.482606157515295,101570.0,240.00000000011545,5.666666666666667,0.5773502691896744
1984-09-14,7.0,2.8,105.0,17.2,16.7,14.4,2.5,100990.0,0.0,0,-0.9634705485641487,-0.26781430516217486,-0.9709418174260522,-0.2393156642875578,2.2666666666666666,2.159475244899301,101456.66666666667,421.5843134337311,6.0,1.0000000000000315
1984-09-15,7.0,2.9,105.0,18.6,15.2,13.1,0.0,101590.0,0.0,1,-0.9679377830240643,-0.2511900638848196,-0.9709418174260522,-0.2393156642875578,2.2666666666666666,2.159475244899301,101383.33333333333,340.7834111769416,6.666666666666667,0.5773502691896928
1984-09-16,7.0,0.0,47.0,16.0,16.0,13.4,1.4,101780.0,0.0,1,-0.9721181966290613,-0.23449138957041057,-0.9709418174260522,-0.2393156642875578,1.3,1.2529964086139758,101453.33333333333,412.3509831847051,7.0,0.0
1984-09-17,7.0,0.1,52.0,18.1,14.5,13.0,4.5,100900.0,0.0,0,-0.9760105506323683,-0.21772323039653227,-0.9927088740980539,-0.12053668025532357,1.9666666666666668,2.3028967265886853,101423.33333333333,463.0694692304738,7.0,0.0
1984-09-18,5.0,5.4,132.0,18.4,13.7,9.3,0.0,100900.0,0.0,1,-0.9796136916454901,-0.20089055513063533,-0.9927088740980539,-0.12053668025532357,1.9666666666666668,2.3028967265886853,101193.33333333333,508.0682368869275,6.333333333333333,1.1547005383792819
1984-09-19,7.0,2.0,88.0,17.6,15.2,11.9,13.2,100970.0,0.0,1,-0.9829265519799822,-0.1839983516576799,-0.9927088740980539,-0.12053668025532357,5.8999999999999995,6.710439627923026,100923.33333333333,40.414518843963634,6.333333333333333,1.1547005383792819
1984-09-20,6.0,1.0,71.0,15.2,14.9,12.2,21.8,100390.0,0.0,1,-0.9859481499638303,-0.16705162550211952,-0.9927088740980539,-0.12053668025532357,11.666666666666666,10.980588933811031,100753.33333333333,316.5964834507608,6.0,1.0000000000000313
1984-09-21,5.0,6.2,136.0,16.7,11.6,8.0,6.5,100160.0,0.0,1,-0.9886775902323404,-0.15005539834465262,-0.9927088740980539,-0.12053668025532357,13.833333333333334,7.669637105713241,100506.66666666667,417.4126655162593,6.0,1.0000000000000313
1984-09-22,5.0,5.4,126.0,12.7,12.8,9.0,0.2,99860.0,0.0,1,-0.9911140639934545,-0.13301470653419636,-0.9927088740980539,-0.12053668025532357,9.5,11.108105148944166,100136.66666666667,265.76932353714426,5.333333333333333,0.5773502691896676
1984-09-23,5.0,1.1,70.0,13.6,10.1,7.5,0.5,99680.0,0.0,1,-0.9932568492674141,-0.11593459959550066,-0.9927088740980539,-0.12053668025532357,2.4,3.5538711287833085,99900.0,242.48711305976417,5.0,0.0
1984-09-24,6.0,1.9,81.0,16.0,11.0,8.4,1.7,100430.0,0.0,0,-0.9951053111006973,-0.09882013873287211,-1.0,-1.8369701987210297e-16,0.7999999999999999,0.7937253933190496,99990.0,391.535439009113,5.333333333333333,0.5773502691896676
