iter	Accuracy	MultiClass
69	0.9788920113	0.09119276514
70	0.9787636928	0.09031580661
71	0.9782292798	0.08927537942
72	0.9786014034	0.08840715062
73	0.9791146775	0.08772915046
74	0.9796279516	0.08703776244
75	0.9796279516	0.08652740969
76	0.979499633	0.0859652391
77	0.9797562701	0.08552194145
78	0.9800129071	0.08489882542
79	0.9801412256	0.08456172239
80	0.9800129071	0.08402365261
81	0.9800129071	0.08350027185
82	0.9801412256	0.082718042
83	0.9803978626	0.08227823106
84	0.9803978626	0.08182396433
85	0.9806480837	0.08141517402
86	0.9801412256	0.08097202497
87	0.9805197652	0.08022265337
88	0.9806480837	0.07979481289
89	0.9806480837	0.07942955245
90	0.9808707499	0.07887055992
91	0.9811273869	0.07831027348
92	0.9809990684	0.07777361145
93	0.9809990684	0.07726396311
94	0.9811273869	0.07649424946
95	0.9811273869	0.07593414225
96	0.9811273869	0.07561213334
97	0.9811273869	0.07526796054
98	0.9811273869	0.07478940347
99	0.9815059266	0.07441345171
100	0.9815059266	0.07407184765
101	0.9815059266	0.07367938244
102	0.9817285927	0.07302242781
103	0.9817285927	0.07269834294
104	0.9817285927	0.07210961473
105	0.9817285927	0.07174247548
106	0.9817285927	0.07135444704
107	0.9818569112	0.07097742431
108	0.9821071323	0.07060241426
109	0.9818569112	0.07004516242
110	0.9817285927	0.06964740797
111	0.9817285927	0.06917127423
112	0.9817285927	0.06872939302
113	0.9819788138	0.06825738392
114	0.9821071323	0.06790144759
115	0.9824856719	0.06757123447
116	0.9824856719	0.06718530622
117	0.9822354508	0.06689582957
118	0.9822354508	0.06633570533
119	0.9824856719	0.06614632838
120	0.9824856719	0.06578581201
121	0.982742309	0.06549814514
122	0.982742309	0.06516123197
123	0.9826139905	0.06454141518
124	0.9824856719	0.06417503733
125	0.9824856719	0.06366366974
126	0.9824856719	0.06337680931
127	0.9826139905	0.06307324699
128	0.9832427512	0.06276868674
129	0.9832427512	0.06242542535
130	0.9832427512	0.06197493684
131	0.9833710697	0.06173930466
132	0.9835937358	0.06118373189
133	0.9835937358	0.06093580705
134	0.9834654173	0.06077957117
135	0.983816402	0.06045380886
136	0.9836880835	0.06025339912
137	0.9836880835	0.06010499683
138	0.9836880835	0.05991392429
139	0.9839447205	0.05957099371
140	0.984073039	0.05921729578
141	0.9842013575	0.05867034855
142	0.9844515786	0.05842175881
143	0.9845798972	0.05823465259
144	0.9857091001	0.05790352165
145	0.9857091001	0.05776182139
146	0.9857091001	0.05753818943
147	0.9855807816	0.05739505813
148	0.9855807816	0.05708518525
149	0.9853305605	0.05694543517
150	0.9857091001	0.05676178558
151	0.9857091001	0.05648435022
152	0.9860876397	0.05627847481
153	0.9857091001	0.05614817322
154	0.9857091001	0.05600528225
155	0.9858374186	0.05567209004
156	0.9863442767	0.05546888537
157	0.9863442767	0.05520453195
158	0.9864725952	0.05511391333
159	0.9863442767	0.05491285092
160	0.9867292323	0.05474346162
161	0.9869858693	0.05455209421
162	0.9873644089	0.05420586152
163	0.9873644089	0.05400909353
164	0.9873644089	0.05373167877
165	0.9874927274	0.05344794726
166	0.9873644089	0.05314526506
167	0.9873644089	0.05295806511
168	0.9873644089	0.05279212948
169	0.9874927274	0.05262269994
170	0.9877429485	0.05247279635
171	0.9877429485	0.05229328991
172	0.987871267	0.05205301453
173	0.987871267	0.05188083176
174	0.9877429485	0.05172327486
175	0.987871267	0.05163857451
176	0.987871267	0.05149985812
177	0.987871267	0.05124172636
178	0.9877429485	0.05111916186
179	0.98761463	0.05097511829
180	0.9877429485	0.0508504818
181	0.9877429485	0.05075533116
182	0.987871267	0.05049497883
183	0.987871267	0.05024572972
184	0.9879995855	0.0499832422
185	0.9879995855	0.04990484616
186	0.9879995855	0.04974194332
187	0.9881279041	0.04957096091
188	0.9882562226	0.04942631229
189	0.9882562226	0.04932337486
190	0.9882562226	0.04917656125
191	0.9882562226	0.04911469015
192	0.9881279041	0.04896955747
193	0.9883781252	0.0487476628
194	0.9883781252	0.04863137914
195	0.9883781252	0.04855120137
196	0.9879995855	0.04822335781
197	0.9879995855	0.04809547064
198	0.9879995855	0.04793319358
199	0.9882222517	0.0478595375
200	0.9882222517	0.0477409502
201	0.9883441543	0.04761924904
202	0.9883441543	0.04750319019
203	0.9883441543	0.0474094787
204	0.9886007913	0.04727285052
205	0.9886007913	0.04705139516
206	0.9891012335	0.04691616513
207	0.9891012335	0.04682880058
208	0.9891012335	0.04665161615
209	0.9893514546	0.04650255986
210	0.9893514546	0.04643464269
211	0.9893514546	0.04637197991
212	0.9894733572	0.04629797842
213	0.9894733572	0.04616516002
214	0.9894733572	0.04609268029
215	0.9894733572	0.04601326626
216	0.9894733572	0.04592067518
217	0.9897235783	0.04580866788
218	0.9897235783	0.04570714667
219	0.9897235783	0.04559986337
220	0.9897235783	0.04554000174
221	0.9897235783	0.04530640889
222	0.9897235783	0.045193392
223	0.9897235783	0.04504478803
224	0.9897235783	0.04489660592
225	0.9897235783	0.04474331062
226	0.9899737994	0.04457779364
227	0.990352339	0.04444338213
228	0.990352339	0.04433342962
229	0.9904806575	0.04420358152
230	0.990352339	0.04409721227
231	0.990352339	0.04402006218
232	0.9902240205	0.04387801701
233	0.990352339	0.04370451916
234	0.990352339	0.04364906766
235	0.9904806575	0.04348696083
236	0.9904806575	0.04335316015
237	0.990608976	0.04321032138
238	0.990608976	0.04314330431
239	0.990608976	0.04303595959
240	0.9907372945	0.04293926618
241	0.9907372945	0.0428231593
242	0.9907372945	0.04274277735
243	0.9907372945	0.04258467541
244	0.9907372945	0.04252915241
245	0.9907372945	0.04247742287
246	0.9907372945	0.04241572658
247	0.990608976	0.04228694832
248	0.9908656131	0.04212766537
249	0.9911158342	0.0420152882
250	0.9912441527	0.0419237312
251	0.9912441527	0.04181785348
252	0.9912441527	0.04158769829
253	0.9911158342	0.04148695399
254	0.9911158342	0.04140746186
255	0.9911158342	0.04132584736
256	0.9911158342	0.04124687772
257	0.9911158342	0.04109384532
258	0.9911158342	0.0410130873
259	0.9911158342	0.04094575192
260	0.9911158342	0.04083871097
261	0.9911158342	0.0407613465
262	0.9911158342	0.04066336396
263	0.9911158342	0.04057175032
264	0.9911158342	0.04050891975
265	0.9911158342	0.04043581122
266	0.9911158342	0.04036074809
267	0.9909875156	0.04029152199
268	0.9912441527	0.04013866128
269	0.9912441527	0.04003972131
270	0.9912441527	0.03995539928
271	0.9912441527	0.03986367131
272	0.9913724712	0.03972428932
273	0.9915007897	0.03964760709
274	0.9915007897	0.03954156899
275	0.9915007897	0.03945691876
276	0.9913724712	0.03934563478
277	0.9913724712	0.03927104296
278	0.9915007897	0.0391639673
279	0.9915007897	0.03908538389
280	0.9916291082	0.03900373947
281	0.9917574267	0.03890755338
282	0.9917574267	0.03883600004
283	0.9916291082	0.03869309449
284	0.9916291082	0.03862458681
285	0.9916291082	0.03854251049
286	0.9917574267	0.03848250738
287	0.9916291082	0.0383963346
288	0.9916291082	0.03831431337
289	0.9916291082	0.03823399869
290	0.9916291082	0.03808300793
291	0.9916291082	0.03800679686
292	0.9918857452	0.03791388284
293	0.9918857452	0.03787202916
294	0.9918857452	0.03776018507
295	0.9920076478	0.03767422212
296	0.9920076478	0.03751861253
297	0.9921359663	0.03744773272
298	0.9921359663	0.03739676113
299	0.9920076478	0.03734588443
300	0.9921359663	0.03722532204
301	0.9921359663	0.03715882485
302	0.9921359663	0.03710383206
303	0.9921359663	0.03702485795
304	0.9921359663	0.03692103762
305	0.9921359663	0.03688115959
306	0.9921359663	0.03682009604
307	0.9923861874	0.03673775241
308	0.9923861874	0.03666868383
309	0.9923861874	0.03660135309
310	0.992514506	0.03652318656
311	0.992514506	0.03647229346
312	0.992514506	0.03637907275
313	0.9923861874	0.03627440019
314	0.9923861874	0.03618191405
315	0.9926428245	0.036021235
316	0.9926428245	0.03593681691
317	0.9926428245	0.03583015765
318	0.9926428245	0.03577891015
319	0.9926428245	0.03564010186
320	0.9926428245	0.03558404926
321	0.992771143	0.03550705476
322	0.9926428245	0.03543248896
323	0.9926428245	0.0353956324
324	0.992771143	0.03533930371
325	0.992771143	0.03526579181
326	0.992771143	0.03520779394
327	0.992771143	0.03513603344
328	0.992771143	0.0350586927
329	0.992771143	0.03497008465
330	0.9930213641	0.03480647047
331	0.9928930456	0.0347150523
332	0.9930213641	0.03464971521
333	0.9931496826	0.03456732502
334	0.9933999037	0.03441701241
335	0.9931496826	0.03434275196
336	0.9933999037	0.03431455668
337	0.9937508884	0.03426668598
338	0.9937508884	0.03418430941
339	0.9933999037	0.0341382172
340	0.9933999037	0.0340411797
341	0.9935282222	0.03397977941
342	0.9935282222	0.03389823878
343	0.9935282222	0.03387598498
344	0.9940011095	0.03373382021
345	0.9936501248	0.03365113968
346	0.9936501248	0.03361262357
347	0.9936501248	0.03356123546
348	0.9937784433	0.03351258144
349	0.993872791	0.03339773791
350	0.993872791	0.03330481053
351	0.9940011095	0.03324573647
352	0.993872791	0.03318313745
353	0.993872791	0.03313048233
354	0.9940011095	0.03306876548
355	0.993872791	0.03301008184
356	0.9940011095	0.03298398231
357	0.9940011095	0.0329395231
358	0.9940011095	0.03287710784
359	0.9940011095	0.03282830014
360	0.9940011095	0.03274539545
361	0.9940011095	0.03269789796
362	0.9940011095	0.0326246058
363	0.9940011095	0.03252897554
364	0.9940011095	0.03242705636
365	0.9942577465	0.03234859782
366	0.9942577465	0.03231363379
367	0.9942577465	0.03227353805
368	0.9942577465	0.03220196153
369	0.9945079676	0.03213115658
370	0.9945079676	0.03210069767
371	0.9945079676	0.03205727048
372	0.9943796491	0.03197709428
373	0.9943796491	0.0319619854
374	0.9943796491	0.03191357336
375	0.9943796491	0.03188265292
376	0.9945079676	0.03180753865
377	0.9945079676	0.03175822235
378	0.9945079676	0.03168388916
379	0.9945079676	0.03161565387
380	0.9945079676	0.0315393891
381	0.9945079676	0.03146462956
382	0.9943796491	0.03133867009
383	0.9943796491	0.03128860526
384	0.9945079676	0.03120953196
385	0.9945079676	0.03116981786
386	0.9945079676	0.03113495603
387	0.9945079676	0.03103385227
388	0.9945079676	0.03099567528
389	0.9945079676	0.0309668195
390	0.9946362861	0.0309079223
391	0.9946362861	0.03083996369
392	0.9946362861	0.03076096358
393	0.9946362861	0.030716335
394	0.9946362861	0.03065851341
395	0.9945079676	0.03058505234
396	0.9945079676	0.03055431764
397	0.9945079676	0.03052985979
398	0.9948865072	0.03045632494
399	0.9950148257	0.03040633846
400	0.9950148257	0.03032132874
401	0.9951431442	0.03025151936
402	0.9950148257	0.03017544679
403	0.9950212417	0.03013781618
404	0.9953997813	0.03008931955
405	0.9953997813	0.02999334931
406	0.9951495602	0.02988463438
407	0.9951495602	0.02982560616
408	0.9951495602	0.0297712675
409	0.9953997813	0.02973123495
410	0.9953997813	0.02968427512
411	0.9953997813	0.02964799245
412	0.9953997813	0.02960415937
413	0.9953997813	0.0295330749
414	0.9953997813	0.02951016924
415	0.9953997813	0.02946588912
416	0.9953997813	0.02941474644
417	0.9953997813	0.02936505337
418	0.9953997813	0.0293276422
419	0.9955280998	0.02926497467
420	0.9957783209	0.02920352983
421	0.9955280998	0.02911867011
422	0.9959066394	0.02907839945
423	0.9957783209	0.02903392456
424	0.9955280998	0.02893889101
425	0.9957783209	0.02887541433
426	0.9960349579	0.02880372948
427	0.9960349579	0.02874536045
428	0.9960349579	0.028702163
429	0.9960349579	0.02862173853
430	0.9960349579	0.02857925363
431	0.9960349579	0.02851938879
432	0.9961632764	0.02845337042
433	0.9961632764	0.02831624646
434	0.9961632764	0.02824399395
435	0.9960349579	0.02820118419
436	0.9960349579	0.02811364623
437	0.9960349579	0.0280397934
438	0.9961632764	0.02796023374
439	0.9961632764	0.0279210431
440	0.9961632764	0.02788327883
441	0.9960349579	0.0278191903
442	0.9961632764	0.02771305897
443	0.9961632764	0.02766369729
444	0.9961632764	0.02762609614
445	0.9960349579	0.02757133933
446	0.9960349579	0.0275380695
447	0.9960349579	0.02747835121
448	0.9960349579	0.02742052462
449	0.9961632764	0.02738083834
450	0.9961632764	0.02731442762
451	0.9962915949	0.0272142112
452	0.9962915949	0.02716027462
453	0.9964199135	0.02711983073
454	0.9962915949	0.02706669735
455	0.996541816	0.02700185583
456	0.996541816	0.02693860268
457	0.996541816	0.02691162849
458	0.996541816	0.02685380314
459	0.996541816	0.02680256341
460	0.996541816	0.02674756741
461	0.996541816	0.02670864795
462	0.996541816	0.02667871279
463	0.996541816	0.02659354117
464	0.9966701346	0.02655709009
465	0.996541816	0.02650382288
466	0.996541816	0.0264293583
467	0.996541816	0.02639738832
468	0.996541816	0.02634520597
469	0.996541816	0.0262851602
470	0.996541816	0.02625905987
471	0.996541816	0.02623099919
472	0.9966701346	0.02616601764
473	0.9966701346	0.02612218797
474	0.9966701346	0.02605615725
475	0.9966701346	0.02600388271
476	0.9966701346	0.02597152091
477	0.996541816	0.02594341755
478	0.996541816	0.02590689773
479	0.996541816	0.02586255167
480	0.996541816	0.02582154966
481	0.996541816	0.02576047255
482	0.996541816	0.02574931182
483	0.996541816	0.02572483863
484	0.996541816	0.0256950372
485	0.996541816	0.02564961007
486	0.996541816	0.02560191171
487	0.9966701346	0.02554385619
488	0.996541816	0.02550830946
489	0.996541816	0.025457529
490	0.996541816	0.02538937995
491	0.996541816	0.02535079385
492	0.996541816	0.0253074257
493	0.9966701346	0.02524470448
494	0.9966701346	0.02520078104
495	0.9966701346	0.02513662243
496	0.9966701346	0.02506378497
497	0.9966701346	0.02501687513
498	0.9966701346	0.02498961497
499	0.9966701346	0.02493386146
